Company Name,Exchange,Symbol,Company_Name,Industry Group,Primary Sector,SIC Code,Country,Broad Group,Sub Group
"Spero Therapeutics, Inc. (NasdaqGS:SPRO)",NasdaqGS:SPRO,SPRO,"Spero Therapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Fortress Biotech, Inc. (NasdaqCM:FBIO)",NasdaqCM:FBIO,FBIO,"Fortress Biotech, Inc.",Drugs (Biotechnology),Health Care,2834,United States,United States,United States
"RAPT Therapeutics, Inc. (NasdaqGM:RAPT)",NasdaqGM:RAPT,RAPT,"RAPT Therapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Elicio Therapeutics, Inc. (NasdaqCM:ELTX)",NasdaqCM:ELTX,ELTX,"Elicio Therapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"FibroGen, Inc. (NasdaqGS:FGEN)",NasdaqGS:FGEN,FGEN,"FibroGen, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Invivyd, Inc. (NasdaqGM:IVVD)",NasdaqGM:IVVD,IVVD,"Invivyd, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Dyadic International, Inc. (NasdaqCM:DYAI)",NasdaqCM:DYAI,DYAI,"Dyadic International, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"MAIA Biotechnology, Inc. (NYSEAM:MAIA)",NYSEAM:MAIA,MAIA,"MAIA Biotechnology, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Aileron Therapeutics, Inc. (NasdaqCM:ALRN)",NasdaqCM:ALRN,ALRN,"Aileron Therapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Kezar Life Sciences, Inc. (NasdaqCM:KZR)",NasdaqCM:KZR,KZR,"Kezar Life Sciences, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"AlloVir, Inc. (NasdaqCM:ALVR)",NasdaqCM:ALVR,ALVR,"AlloVir, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Inovio Pharmaceuticals, Inc. (NasdaqCM:INO)",NasdaqCM:INO,INO,"Inovio Pharmaceuticals, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Serina Therapeutics, Inc. (NYSEAM:SER)",NYSEAM:SER,SER,"Serina Therapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
Celularity Inc. (NasdaqCM:CELU),NasdaqCM:CELU,CELU,Celularity Inc.,Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Surrozen, Inc. (NasdaqCM:SRZN)",NasdaqCM:SRZN,SRZN,"Surrozen, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
ImmuCell Corporation (NasdaqCM:ICCC),NasdaqCM:ICCC,ICCC,ImmuCell Corporation,Drugs (Biotechnology),Health Care,2835,United States,United States,United States
"Outlook Therapeutics, Inc. (NasdaqCM:OTLK)",NasdaqCM:OTLK,OTLK,"Outlook Therapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Estrella Immunopharma, Inc. (NasdaqCM:ESLA)",NasdaqCM:ESLA,ESLA,"Estrella Immunopharma, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
Clene Inc. (NasdaqCM:CLNN),NasdaqCM:CLNN,CLNN,Clene Inc.,Drugs (Biotechnology),Health Care,2834,United States,United States,United States
"Xilio Therapeutics, Inc. (NasdaqGS:XLO)",NasdaqGS:XLO,XLO,"Xilio Therapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
Q32 Bio Inc. (NasdaqGM:QTTB),NasdaqGM:QTTB,QTTB,Q32 Bio Inc.,Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Omega Therapeutics, Inc. (NasdaqGS:OMGA)",NasdaqGS:OMGA,OMGA,"Omega Therapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
OncoCyte Corporation (NasdaqCM:OCX),NasdaqCM:OCX,OCX,OncoCyte Corporation,Drugs (Biotechnology),Health Care,2836,United States,United States,United States
Rallybio Corporation (NasdaqGS:RLYB),NasdaqGS:RLYB,RLYB,Rallybio Corporation,Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Actinium Pharmaceuticals, Inc. (NYSEAM:ATNM)",NYSEAM:ATNM,ATNM,"Actinium Pharmaceuticals, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Cardio Diagnostics Holdings, Inc. (NasdaqCM:CDIO)",NasdaqCM:CDIO,CDIO,"Cardio Diagnostics Holdings, Inc.",Drugs (Biotechnology),Health Care,2835,United States,United States,United States
"Tempest Therapeutics, Inc. (NasdaqCM:TPST)",NasdaqCM:TPST,TPST,"Tempest Therapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
vTv Therapeutics Inc. (NasdaqCM:VTVT),NasdaqCM:VTVT,VTVT,vTv Therapeutics Inc.,Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Exicure, Inc. (NasdaqCM:XCUR)",NasdaqCM:XCUR,XCUR,"Exicure, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
BioVie Inc. (NasdaqCM:BIVI),NasdaqCM:BIVI,BIVI,BioVie Inc.,Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"SAB Biotherapeutics, Inc. (NasdaqCM:SABS)",NasdaqCM:SABS,SABS,"SAB Biotherapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Passage Bio, Inc. (NasdaqGS:PASG)",NasdaqGS:PASG,PASG,"Passage Bio, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
Lantern Pharma Inc. (NasdaqCM:LTRN),NasdaqCM:LTRN,LTRN,Lantern Pharma Inc.,Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Elevation Oncology, Inc. (NasdaqGS:ELEV)",NasdaqGS:ELEV,ELEV,"Elevation Oncology, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Forte Biosciences, Inc. (NasdaqCM:FBRX)",NasdaqCM:FBRX,FBRX,"Forte Biosciences, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"KALA BIO, Inc. (NasdaqCM:KALA)",NasdaqCM:KALA,KALA,"KALA BIO, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"RenovoRx, Inc. (NasdaqCM:RNXT)",NasdaqCM:RNXT,RNXT,"RenovoRx, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Precision BioSciences, Inc. (NasdaqCM:DTIL)",NasdaqCM:DTIL,DTIL,"Precision BioSciences, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"BioAtla, Inc. (NasdaqGM:BCAB)",NasdaqGM:BCAB,BCAB,"BioAtla, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Marker Therapeutics, Inc. (NasdaqCM:MRKR)",NasdaqCM:MRKR,MRKR,"Marker Therapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"MiNK Therapeutics, Inc. (NasdaqCM:INKT)",NasdaqCM:INKT,INKT,"MiNK Therapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Intensity Therapeutics, Inc. (NasdaqCM:INTS)",NasdaqCM:INTS,INTS,"Intensity Therapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Equillium, Inc. (NasdaqCM:EQ)",NasdaqCM:EQ,EQ,"Equillium, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Curis, Inc. (NasdaqCM:CRIS)",NasdaqCM:CRIS,CRIS,"Curis, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
Longeveron Inc. (NasdaqCM:LGVN),NasdaqCM:LGVN,LGVN,Longeveron Inc.,Drugs (Biotechnology),Health Care,2836,United States,United States,United States
CEL-SCI Corporation (NYSEAM:CVM),NYSEAM:CVM,CVM,CEL-SCI Corporation,Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Lisata Therapeutics, Inc. (NasdaqCM:LSTA)",NasdaqCM:LSTA,LSTA,"Lisata Therapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
HOOKIPA Pharma Inc. (NasdaqCM:HOOK),NasdaqCM:HOOK,HOOK,HOOKIPA Pharma Inc.,Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"NKGen Biotech, Inc. (NasdaqGM:NKGN)",NasdaqGM:NKGN,NKGN,"NKGen Biotech, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"GeoVax Labs, Inc. (NasdaqCM:GOVX)",NasdaqCM:GOVX,GOVX,"GeoVax Labs, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"iBio, Inc. (NYSEAM:IBIO)",NYSEAM:IBIO,IBIO,"iBio, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Calidi Biotherapeutics, Inc. (NYSEAM:CLDI)",NYSEAM:CLDI,CLDI,"Calidi Biotherapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Palatin Technologies, Inc. (NYSEAM:PTN)",NYSEAM:PTN,PTN,"Palatin Technologies, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"AEON Biopharma, Inc. (NYSEAM:AEON)",NYSEAM:AEON,AEON,"AEON Biopharma, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"NextCure, Inc. (NasdaqGS:NXTC)",NasdaqGS:NXTC,NXTC,"NextCure, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Tenax Therapeutics, Inc. (NasdaqCM:TENX)",NasdaqCM:TENX,TENX,"Tenax Therapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"NanoViricides, Inc. (NYSEAM:NNVC)",NYSEAM:NNVC,NNVC,"NanoViricides, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Bolt Biotherapeutics, Inc. (NasdaqGS:BOLT)",NasdaqGS:BOLT,BOLT,"Bolt Biotherapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
HCW Biologics Inc. (NasdaqGM:HCWB),NasdaqGM:HCWB,HCWB,HCW Biologics Inc.,Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Kairos Pharma, Ltd. (NYSEAM:KAPA)",NYSEAM:KAPA,KAPA,"Kairos Pharma, Ltd.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Ocean Biomedical, Inc. (NasdaqCM:OCEA)",NasdaqCM:OCEA,OCEA,"Ocean Biomedical, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
CervoMed Inc. (NasdaqCM:CRVO),NasdaqCM:CRVO,CRVO,CervoMed Inc.,Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"IN8bio, Inc. (NasdaqGM:INAB)",NasdaqGM:INAB,INAB,"IN8bio, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"BioXcel Therapeutics, Inc. (NasdaqCM:BTAI)",NasdaqCM:BTAI,BTAI,"BioXcel Therapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Aprea Therapeutics, Inc. (NasdaqCM:APRE)",NasdaqCM:APRE,APRE,"Aprea Therapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
MetaVia Inc. (NasdaqCM:MTVA),NasdaqCM:MTVA,MTVA,MetaVia Inc.,Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Carisma Therapeutics, Inc. (NasdaqGM:CARM)",NasdaqGM:CARM,CARM,"Carisma Therapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Spruce Biosciences, Inc. (NasdaqCM:SPRB)",NasdaqCM:SPRB,SPRB,"Spruce Biosciences, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Cyclo Therapeutics, Inc. (NasdaqCM:CYTH)",NasdaqCM:CYTH,CYTH,"Cyclo Therapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Unity Biotechnology, Inc. (NasdaqGS:UBX)",NasdaqGS:UBX,UBX,"Unity Biotechnology, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Synlogic, Inc. (NasdaqCM:SYBX)",NasdaqCM:SYBX,SYBX,"Synlogic, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"MEI Pharma, Inc. (NasdaqCM:MEIP)",NasdaqCM:MEIP,MEIP,"MEI Pharma, Inc.",Drugs (Biotechnology),Health Care,2834,United States,United States,United States
"Senti Biosciences, Inc. (NasdaqCM:SNTI)",NasdaqCM:SNTI,SNTI,"Senti Biosciences, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"GlycoMimetics, Inc. (NasdaqCM:GLYC)",NasdaqCM:GLYC,GLYC,"GlycoMimetics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Minerva Neurosciences, Inc. (NasdaqCM:NERV)",NasdaqCM:NERV,NERV,"Minerva Neurosciences, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
Eterna Therapeutics Inc. (NasdaqCM:ERNA),NasdaqCM:ERNA,ERNA,Eterna Therapeutics Inc.,Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"bioAffinity Technologies, Inc. (NasdaqCM:BIAF)",NasdaqCM:BIAF,BIAF,"bioAffinity Technologies, Inc.",Drugs (Biotechnology),Health Care,2835,United States,United States,United States
"Acurx Pharmaceuticals, Inc. (NasdaqCM:ACXP)",NasdaqCM:ACXP,ACXP,"Acurx Pharmaceuticals, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Imunon, Inc. (NasdaqCM:IMNN)",NasdaqCM:IMNN,IMNN,"Imunon, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
Brainstorm Cell Therapeutics Inc. (NasdaqCM:BCLI),NasdaqCM:BCLI,BCLI,Brainstorm Cell Therapeutics Inc.,Drugs (Biotechnology),Health Care,2836,United States,United States,United States
AIM ImmunoTech Inc. (NYSEAM:AIM),NYSEAM:AIM,AIM,AIM ImmunoTech Inc.,Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Sensei Biotherapeutics, Inc. (NasdaqGM:SNSE)",NasdaqGM:SNSE,SNSE,"Sensei Biotherapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Cellectar Biosciences, Inc. (NasdaqCM:CLRB)",NasdaqCM:CLRB,CLRB,"Cellectar Biosciences, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
Turnstone Biologics Corp. (NasdaqGM:TSBX),NasdaqGM:TSBX,TSBX,Turnstone Biologics Corp.,Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"CERo Therapeutics Holdings, Inc. (NasdaqGM:CERO)",NasdaqGM:CERO,CERO,"CERo Therapeutics Holdings, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Coeptis Therapeutics Holdings, Inc. (NasdaqCM:COEP)",NasdaqCM:COEP,COEP,"Coeptis Therapeutics Holdings, Inc.",Drugs (Biotechnology),Health Care,2834,United States,United States,United States
"PharmaCyte Biotech, Inc. (NasdaqCM:PMCB)",NasdaqCM:PMCB,PMCB,"PharmaCyte Biotech, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Apollomics, Inc. (NasdaqCM:APLM)",NasdaqCM:APLM,APLM,"Apollomics, Inc.",Drugs (Biotechnology),Health Care,2830,United States,United States,United States
"Ensysce Biosciences, Inc. (NasdaqCM:ENSC)",NasdaqCM:ENSC,ENSC,"Ensysce Biosciences, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Klotho Neurosciences, Inc. (NasdaqGM:KLTO)",NasdaqGM:KLTO,KLTO,"Klotho Neurosciences, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"BioCardia, Inc. (NasdaqCM:BCDA)",NasdaqCM:BCDA,BCDA,"BioCardia, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"BioRestorative Therapies, Inc. (NasdaqCM:BRTX)",NasdaqCM:BRTX,BRTX,"BioRestorative Therapies, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"T2 Biosystems, Inc. (NasdaqCM:TTOO)",NasdaqCM:TTOO,TTOO,"T2 Biosystems, Inc.",Drugs (Biotechnology),Health Care,2835,United States,United States,United States
"Vincerx Pharma, Inc. (NasdaqCM:VINC)",NasdaqCM:VINC,VINC,"Vincerx Pharma, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Indaptus Therapeutics, Inc. (NasdaqCM:INDP)",NasdaqCM:INDP,INDP,"Indaptus Therapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Mustang Bio, Inc. (NasdaqCM:MBIO)",NasdaqCM:MBIO,MBIO,"Mustang Bio, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Cyclerion Therapeutics, Inc. (NasdaqCM:CYCN)",NasdaqCM:CYCN,CYCN,"Cyclerion Therapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"GRI Bio, Inc. (NasdaqCM:GRI)",NasdaqCM:GRI,GRI,"GRI Bio, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Genprex, Inc. (NasdaqCM:GNPX)",NasdaqCM:GNPX,GNPX,"Genprex, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"ABVC BioPharma, Inc. (NasdaqCM:ABVC)",NasdaqCM:ABVC,ABVC,"ABVC BioPharma, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Organovo Holdings, Inc. (NasdaqCM:ONVO)",NasdaqCM:ONVO,ONVO,"Organovo Holdings, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"GT Biopharma, Inc. (NasdaqCM:GTBP)",NasdaqCM:GTBP,GTBP,"GT Biopharma, Inc.",Drugs (Biotechnology),Health Care,2834,United States,United States,United States
"Plus Therapeutics, Inc. (NasdaqCM:PSTV)",NasdaqCM:PSTV,PSTV,"Plus Therapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Soligenix, Inc. (NasdaqCM:SNGX)",NasdaqCM:SNGX,SNGX,"Soligenix, Inc.",Drugs (Biotechnology),Health Care,2834,United States,United States,United States
"Viracta Therapeutics, Inc. (NasdaqCM:VIRX)",NasdaqCM:VIRX,VIRX,"Viracta Therapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Ainos, Inc. (NasdaqCM:AIMD)",NasdaqCM:AIMD,AIMD,"Ainos, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Alzamend Neuro, Inc. (NasdaqCM:ALZN)",NasdaqCM:ALZN,ALZN,"Alzamend Neuro, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Syros Pharmaceuticals, Inc. (NasdaqGS:SYRS)",NasdaqGS:SYRS,SYRS,"Syros Pharmaceuticals, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Xenetic Biosciences, Inc. (NasdaqCM:XBIO)",NasdaqCM:XBIO,XBIO,"Xenetic Biosciences, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Sunshine Biopharma, Inc. (NasdaqCM:SBFM)",NasdaqCM:SBFM,SBFM,"Sunshine Biopharma, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
Carmell Corporation (NasdaqCM:CTCX),NasdaqCM:CTCX,CTCX,Carmell Corporation,Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Onconetix, Inc. (NasdaqCM:ONCO)",NasdaqCM:ONCO,ONCO,"Onconetix, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Allarity Therapeutics, Inc. (NasdaqCM:ALLR)",NasdaqCM:ALLR,ALLR,"Allarity Therapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Moleculin Biotech, Inc. (NasdaqCM:MBRX)",NasdaqCM:MBRX,MBRX,"Moleculin Biotech, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Bio-Path Holdings, Inc. (NasdaqCM:BPTH)",NasdaqCM:BPTH,BPTH,"Bio-Path Holdings, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Theriva Biologics, Inc. (NYSEAM:TOVX)",NYSEAM:TOVX,TOVX,"Theriva Biologics, Inc.",Drugs (Biotechnology),Health Care,2834,United States,United States,United States
"Synaptogenix, Inc. (NasdaqCM:SNPX)",NasdaqCM:SNPX,SNPX,"Synaptogenix, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Lixte Biotechnology Holdings, Inc. (NasdaqCM:LIXT)",NasdaqCM:LIXT,LIXT,"Lixte Biotechnology Holdings, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Oragenics, Inc. (NYSEAM:OGEN)",NYSEAM:OGEN,OGEN,"Oragenics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Sonnet BioTherapeutics Holdings, Inc. (NasdaqCM:SONN)",NasdaqCM:SONN,SONN,"Sonnet BioTherapeutics Holdings, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Creative Medical Technology Holdings, Inc. (NasdaqCM:CELZ)",NasdaqCM:CELZ,CELZ,"Creative Medical Technology Holdings, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Silo Pharma, Inc. (NasdaqCM:SILO)",NasdaqCM:SILO,SILO,"Silo Pharma, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
Pasithea Therapeutics Corp. (NasdaqCM:KTTA),NasdaqCM:KTTA,KTTA,Pasithea Therapeutics Corp.,Drugs (Biotechnology),Health Care,2836,United States,United States,United States
Channel Therapeutics Corporation (NYSEAM:CHRO),NYSEAM:CHRO,CHRO,Channel Therapeutics Corporation,Drugs (Biotechnology),Health Care,2836,United States,United States,United States
Lipella Pharmaceuticals Inc. (NasdaqCM:LIPO),NasdaqCM:LIPO,LIPO,Lipella Pharmaceuticals Inc.,Drugs (Biotechnology),Health Care,2836,United States,United States,United States
180 Life Sciences Corp. (NasdaqCM:ATNF),NasdaqCM:ATNF,ATNF,180 Life Sciences Corp.,Drugs (Biotechnology),Health Care,2834,United States,United States,United States
"Protagenic Therapeutics, Inc. (NasdaqCM:PTIX)",NasdaqCM:PTIX,PTIX,"Protagenic Therapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Dogwood Therapeutics, Inc. (NasdaqCM:DWTX)",NasdaqCM:DWTX,DWTX,"Dogwood Therapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Azitra, Inc. (NYSEAM:AZTR)",NYSEAM:AZTR,AZTR,"Azitra, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Shuttle Pharmaceuticals Holdings, Inc. (NasdaqCM:SHPH)",NasdaqCM:SHPH,SHPH,"Shuttle Pharmaceuticals Holdings, Inc.",Drugs (Biotechnology),Health Care,2834,United States,United States,United States
"Windtree Therapeutics, Inc. (NasdaqCM:WINT)",NasdaqCM:WINT,WINT,"Windtree Therapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Qualigen Therapeutics, Inc. (NasdaqCM:QLGN)",NasdaqCM:QLGN,QLGN,"Qualigen Therapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Alaunos Therapeutics, Inc. (NasdaqCM:TCRT)",NasdaqCM:TCRT,TCRT,"Alaunos Therapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Tharimmune, Inc. (NasdaqCM:THAR)",NasdaqCM:THAR,THAR,"Tharimmune, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Entero Therapeutics, Inc. (NasdaqCM:ENTO)",NasdaqCM:ENTO,ENTO,"Entero Therapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Dermata Therapeutics, Inc. (NasdaqCM:DRMA)",NasdaqCM:DRMA,DRMA,"Dermata Therapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Aditxt, Inc. (NasdaqCM:ADTX)",NasdaqCM:ADTX,ADTX,"Aditxt, Inc.",Drugs (Biotechnology),Health Care,2834,United States,United States,United States
"Salarius Pharmaceuticals, Inc. (NasdaqCM:SLRX)",NasdaqCM:SLRX,SLRX,"Salarius Pharmaceuticals, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Matinas BioPharma Holdings, Inc. (NYSEAM:MTNB)",NYSEAM:MTNB,MTNB,"Matinas BioPharma Holdings, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"ZyVersa Therapeutics, Inc. (NasdaqCM:ZVSA)",NasdaqCM:ZVSA,ZVSA,"ZyVersa Therapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"AquaBounty Technologies, Inc. (NasdaqCM:AQB)",NasdaqCM:AQB,AQB,"AquaBounty Technologies, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Cyclacel Pharmaceuticals, Inc. (NasdaqCM:CYCC)",NasdaqCM:CYCC,CYCC,"Cyclacel Pharmaceuticals, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
Bone Biologics Corporation (NasdaqCM:BBLG),NasdaqCM:BBLG,BBLG,Bone Biologics Corporation,Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Palisade Bio, Inc. (NasdaqCM:PALI)",NasdaqCM:PALI,PALI,"Palisade Bio, Inc.",Drugs (Biotechnology),Health Care,2834,United States,United States,United States
Aptevo Therapeutics Inc. (NasdaqCM:APVO),NasdaqCM:APVO,APVO,Aptevo Therapeutics Inc.,Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Revelation Biosciences, Inc. (NasdaqCM:REVB)",NasdaqCM:REVB,REVB,"Revelation Biosciences, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
Phio Pharmaceuticals Corp. (NasdaqCM:PHIO),NasdaqCM:PHIO,PHIO,Phio Pharmaceuticals Corp.,Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"TransCode Therapeutics, Inc. (NasdaqCM:RNAZ)",NasdaqCM:RNAZ,RNAZ,"TransCode Therapeutics, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"Scorpius Holdings, Inc. (NYSEAM:SCPX)",NYSEAM:SCPX,SCPX,"Scorpius Holdings, Inc.",Drugs (Biotechnology),Health Care,2836,United States,United States,United States
Eli Lilly and Company (NYSE:LLY),NYSE:LLY,LLY,Eli Lilly and Company,Drugs (Pharmaceutical),Health Care,2834,United States,United States,United States
Johnson & Johnson (NYSE:JNJ),NYSE:JNJ,JNJ,Johnson & Johnson,Drugs (Pharmaceutical),Health Care,2834,United States,United States,United States
"Merck & Co., Inc. (NYSE:MRK)",NYSE:MRK,MRK,"Merck & Co., Inc.",Drugs (Pharmaceutical),Health Care,2834,United States,United States,United States
Pfizer Inc. (NYSE:PFE),NYSE:PFE,PFE,Pfizer Inc.,Drugs (Pharmaceutical),Health Care,2834,United States,United States,United States
Bristol-Myers Squibb Company (NYSE:BMY),NYSE:BMY,BMY,Bristol-Myers Squibb Company,Drugs (Pharmaceutical),Health Care,2834,United States,United States,United States
